Title,Latitude,Longitude,Region,Country,Zone Type,Zone Specialization,Management Type,Management Company,SEZ Framework,Nearest Airport,Nearest Airport Distance (km),airportlat,airportlong,Capital City,Capital City Distance (km),capitallat,capitallong,Nearest Port,Nearest Port Distance (km),Note,URL,Populous City,Populous City Distance (km),portlat,portlong,Size (Hectares),size_class,Source,Status,ID,Created,Created By,Modified,Modified By
"De'an Industrial Park (Zone)","29.31878","115.7561","East Asia","China","Diversified Zone","N/A","Public","Management Committee of De'an Industrial Park","It was founded in August 2002","Nanchang Changbei International Airport","52.4","28.8649998","115.9000015","Beijing","1,182.5","39.9289","116.3883","Jiujiang","45.6","Provincial Level Economic Development Zone","https://baike.baidu.com/item/%E5%BE%B7%E5%AE%89%E5%B7%A5%E4%B8%9A%E5%9B%AD%E5%8C%BA/7800547?fr=aladdin","Jiujiang","50.7","29.69113","115.9523","800","5",,"Active","618","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Lianhua Industrial Park","27.09361","113.9493","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Lianhua Industrial Park","It was founded in March 2002","Yichun Mingyueshan Airport","86.4","27.8025","114.3062","Beijing","1,446.5","39.9289","116.3883","Jiujiang","349.4","Provincial Level Economic Development Zone","https://baike.baidu.com/item/%E6%B1%9F%E8%A5%BF%E8%8E%B2%E8%8A%B1%E5%B7%A5%E4%B8%9A%E5%9B%AD%E5%8C%BA/5084977?fr=aladdin","Pingxiang","59.4","29.69113","115.9523","800","5",,"Active","619","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Jishui Industrial Park","27.25688","115.1239","East Asia","China","Diversified Zone","N/A","Public","Jishui Industrial Park Management committee","Provincial industrial park, started construction in July 2003","Jinggangshan Airport","58.8","26.8568993","114.7369995","Beijing","1,415.5","39.9289","116.3883","Jiujiang","282.8",,"https://baike.baidu.com/item/%E5%90%89%E6%B0%B4%E5%B7%A5%E4%B8%9A%E5%9B%AD%E5%8C%BA","Ji’an","18.7","29.69113","115.9523","800","5",,"Active","620","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Yidu High-tech Industrial Park","30.72773","111.3401","East Asia","China","Diversified Zone","N/A","Public","Yidu High-tech Industrial Park Management Committee","Regulations on Taxation Policies of National High-Tech Industrial Development Zones Approved by State Council of the People's Republic of China Mar 6, 1991; Administrative Measures for the Recognition of High-tech Enterprises; Ministry of Science and Tech","Yichang Sanxia Airport","23.3","30.55655","111.479988","Beijing","1,121.7","39.9289","116.3883","Wuhan","281.5","Provincial Level Economic Development Zone","https://fuyi.zhaoshang.net/park/bidding/?address=%E6%B9%96%E5%8C%97-%E5%AE%9C%E6%98%8C-%E5%AE%9C%E9%83%BD%E5%B8%82&utm_source=SEM-baidu-PC-fuyi&utm_medium=cpc&utm_campaign=%E5%AE%9E%E4%BD%93-%E6%B9%96%E5%8C%97&utm_content=%E5%9B%AD%E5%8C%BA-%E5%85%B6%E4%B","Xiaoxita","6.5","30.56483","114.2735","800","5",,"Active","621","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Ningling County Industrial Agglomeration Area","34.47781","115.3183","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Ningling County Industrial Agglomeration Area","Regulations on Taxation Policies of National High-Tech Industrial Development Zones Approved by State Council of the People's Republic of China Mar 6, 1991; Administrative Measures for the Recognition of High-tech Enterprises; Ministry of Science and Tech","Jining Qufu Airport","130.6","35.292778","116.346667","Beijing","614.2","39.9289","116.3883","Wuhu","448.3","Provincial Level Economic Development Zone","https://baike.baidu.com/item/%E5%AE%81%E9%99%B5%E5%8E%BF%E4%BA%A7%E4%B8%9A%E9%9B%86%E8%81%9A%E5%8C%BA/8361665?fr=aladdin","Shangqiu","30.6","31.34773","118.3379","800","5",,"Active","622","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Qijiang Industrial Park","28.96552","106.6826","East Asia","China","Diversified Zone","N/A","Public","Qijiang Industrial Park Management Committee","In December 2006, the provincial industrial park approved by the municipal government","Chongqing Jiangbei International Airport","84","29.7192001","106.6419983","Beijing","1,508.9","39.9289","116.3883","Wuzhou","766.9","Provincial Level Economic Development Zone","http://www.cq.xinhuanet.com/2019/cqlh/yqlh/qj.htm","Chongqing","65.8","23.47333","111.3225","801","5",,"Active","623","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Longtan Urban Industrial Development Zone","27.11181","119.3264","East Asia","China","Diversified Zone","N/A","Public","Longtan Urban Industrial Development Zone Management Committee","In December 1998, Jilin Provincial government approved the development zone","Matsu Beigan Airport","119.6","26.224199","120.002998","Beijing","1,452.4","39.9289","116.3883","Fuzhou","118.6","Provincial Level Economic Development Zone","https://baike.baidu.com/item/%E5%90%89%E6%9E%97%E9%BE%99%E6%BD%AD%E7%BB%8F%E6%B5%8E%E5%BC%80%E5%8F%91%E5%8C%BA/1847813","Fu’an","29.5","26.04653","119.2983","813","5",,"Active","624","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Harqin Economic Development Zone","42.23325","118.8877","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Harqin Economic Development Zone","Regulations on Taxation Policies of National High-Tech Industrial Development Zones Approved by State Council of the People's Republic of China Mar 6, 1991; Administrative Measures for the Recognition of High-tech Enterprises; Ministry of Science and Tech","Chifeng Airport","1.7","42.2350006","118.9079971","Beijing","331.3","39.9289","116.3883","Qinhuangdao","264.9","Provincial Level Economic Development Zone","https://nm.zhaoshang.net/yuanqu/detail/12011/","Chifeng","6.6","39.91373","119.5953","817","5",,"Active","625","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Yingdong Economic Development Zone","32.90953","115.8701","East Asia","China","Diversified Zone","N/A","Public","Yingdong Economic Development Zone Management Committee","It was approved by Anhui Provincial People's Government in December 2008","Fuyang Xiguan Airport","13","32.882157","115.734364","Beijing","782.8","39.9289","116.3883","Tongling","283.1","Provincial Level Economic Development Zone","http://www.yd.gov.cn/openness/detail/content/5d733da94110b1d0cdf3207b.html","Fuyang","4.8","30.94813","117.7769","830","5",,"Active","626","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Wusheng Economic Development Zone","30.3623","106.3229","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Wusheng Economic Development Zone","In accordance with the several Opinions on Promoting The Reform and Innovative Development of Development Zones issued by The General Office of the State Council (Guo Ban Fang [2017] No. 7) and in accordance with the relevant procedures for the establishm","Chongqing Jiangbei International Airport","77.9","29.7192001","106.6419983","Beijing","1,402.9","39.9289","116.3883","Wuzhou","913.1","Provincial Level Economic Development Zone","https://sc.zhaoshang.net/yuanqu/detail/682","Suining","78.1","23.47333","111.3225","840","5",,"Active","627","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Jiayuguan Industrial Park","39.7871","98.35043","East Asia","China","Diversified Zone","N/A","Public","Jiayuguan Industrial Park Management Committee","It is a provincial industrial park approved in 2002","Jiayuguan Airport","7.8","39.856899","98.3414","Beijing","1,538.9","39.9289","116.3883","Port Of Oskemen","1,670.7","Provincial Level Economic Development Zone","http://jygkfq.jyg.gov.cn/","Jiayuguan","5.7","49.94178","82.65294","841","5",,"Active","628","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Juye Industrial Park","35.39372","116.1184","East Asia","China","Diversified Zone","N/A","Public","Juye Industrial Park Management Committee","Regulations on Taxation Policies of National High-Tech Industrial Development Zones Approved by State Council of the People's Republic of China Mar 6, 1991; Administrative Measures for the Recognition of High-tech Enterprises; Ministry of Science and Tech","Jining Qufu Airport","23.6","35.292778","116.346667","Beijing","505.4","39.9289","116.3883","Lanshan","296.8","Provincial Level Economic Development Zone","http://y6391.y.zhaoshang800.com/","Jining","39.2","35.10023","119.3631","842","5",,"Active","629","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Lincang Industrial Park","23.91315","100.1076","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Lincang Industrial Park","Yunnan Provincial Committee of the Communist Party of China, Yunnan Provincial People's Government: Decision on Accelerating the Construction of a Modern Industrial System (July 27, 2020), Several Opinions of the General Office of the State Council on Pro","Lintsang Airfield","21.2","23.7381001","100.0250015","Beijing","2,346.7","39.9289","116.3883","Chiang Khong","406.2","Provincial Level Development Zone","http://www.lincang.gov.cn/lcsrmzf/lcgyyqglwyh/index.html","Simao","154.3","20.27431","100.4061","849","5",,"Active","630","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Jun County Industrial Cluster Area","35.70891","114.586","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Jun County Industrial Cluster Area","Established in 1995","Handan Airport","92.1","36.5258333","114.4255556","Beijing","495.8","39.9289","116.3883","Xingang","458.7","Provincial Level Economic Development Zone","https://baike.baidu.com/item/%E6%B5%9A%E5%8E%BF%E4%BA%A7%E4%B8%9A%E9%9B%86%E8%81%9A%E5%8C%BA/1575740?fr=aladdin","Hebi","42.6","38.9906","117.72135","850","5",,"Active","631","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Yangzhong High-tech Industrial Development Zone","32.25924","119.7713","East Asia","China","Diversified Zone","N/A","Public","Management Commitiee","Regulations on Taxation Policies of National High-Tech Industrial Development Zones Approved by State Council of the People's Republic of China Mar 6, 1991; Administrative Measures for the Recognition of High-tech Enterprises; Ministry of Science and Tech","Yangzhou Taizhou Airport","34.2","32.5634","119.7198","Beijing","906.2","39.9289","116.3883","Zhenjiang","32.1",,"https://baike.baidu.com/item/%E6%B1%9F%E8%8B%8F%E7%9C%81%E6%89%AC%E4%B8%AD%E9%AB%98%E6%96%B0%E6%8A%80%E6%9C%AF%E4%BA%A7%E4%B8%9A%E5%BC%80%E5%8F%91%E5%8C%BA?fromtitle=%E6%89%AC%E4%B8%AD%E9%AB%98%E6%96%B0%E6%8A%80%E6%9C%AF%E4%BA%A7%E4%B8%9A%E5%BC%80%E5%8F%9","Taizhou","28.4","32.21443","119.4349","852","5",,"Active","632","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Zhangjiang High-tech Zone Jinshan Park","30.89137","121.021","East Asia","China","Diversified Zone","N/A","Public","Zhangjiang High-tech Zone Jinshan Park Management Committee","In December 2012, it was officially incorporated into Zhangjiang High-tech Zone","Shanghai Hongqiao International Airport","45.5","31.1979008","121.3359985","Beijing","1,089.9","39.9289","116.3883","Shanghai","58.9","Provincial Level Economic Development Zone","https://sh.zhaoshang.net/yuanqu/detail/13022","Jiaxing","29.2","31.23793","121.4883","875","5",,"Active","636","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Bazhong Economic Development Zone","31.84932","106.9008","East Asia","China","Diversified Zone","N/A","Public","Bazhong Economic Development Zone Management Committee","In June 2002, sichuan Provincial government approved the establishment of key development
zones","Guangyuan Airport","128.1","32.3911018","105.7020035","Beijing","1,239.9","39.9289","116.3883","Wuhan","716.2","Provincial Level Economic Development Zone","https://baike.baidu.com/item/%E5%B7%B4%E4%B8%AD%E7%BB%8F%E6%B5%8E%E6%8A%80%E6%9C%AF%E5%BC%80%E5%8F%91%E5%8C%BA/6914027?fromtitle=%E5%B7%B4%E4%B8%AD%E7%BB%8F%E6%B5%8E%E5%BC%80%E5%8F%91%E5%8C%BA&fromid=1984671&fr=aladdin","Langzhong","93.6","30.56483","114.2735","880","5",,"Active","637","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Qiuxian Economic Development Zone","36.82051","115.1763","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Qiu County Economic Development Zone","Unavailable","Handan Airport","74.6","36.5258333","114.4255556","Beijing","361.8","39.9289","116.3883","Tianjinxingang","308.2","https://baike.baidu.com/item/%E6%B2%B3%E5%8C%97%E9%82%B1%E5%8E%BF%E7%BB%8F%E6%B5%8E%E5%BC%80%E5%8F%91%E5%8C%BA/8556030?fr=aladdin","https://hebei.zhaoshang.net/yuanqu/detail/3318","Qingnian","45","39.07203","117.2197","880","5",,"Active","638","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Quanshan Economic Development Zone","34.32202","117.0919","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Quanshan Economic Development Zone","Regulations on Taxation Policies of National High-Tech Industrial Development Zones Approved by State Council of the People's Republic of China Mar 6, 1991; Administrative Measures for the Recognition of High-tech Enterprises; Ministry of Science and Tech","Xuzhou Guanyin Airport","51.7","34.059056","117.555278","Beijing","627.3","39.9289","116.3883","Nanjing","291.5","Provincial Level Economic Development Zone","http://www.xzqs.gov.cn/qskfq/","Tongshan","9.4","32.08723","118.7227","881","5",,"Active","639","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Leiyang Economic Development Zone","26.43896","112.8937","East Asia","China","Diversified Zone","N/A","Public","Hunan Leiyang Economic Development Zone Management Committee","Leiyang economic development zone, and by, 2003 added a provincial industrial park - Leiyang dongjiang industrial park, at the end of 2005, the city economic development zone and dongjiang industrial park integration for Leiyang economic development zone.","Lingling Airport","128.5","26.338661","111.610043","Beijing","1,536.2","39.9289","116.3883","Wuzhou","366.2","Provincial Level Economic Development Zone","https://baike.baidu.com/item/Ã¦Â¹â€“Ã¥Ââ€”Ã¨â‚¬â€™Ã©ËœÂ³Ã§Â»ÂÃ¦ÂµÅ½Ã¥Â¼â‚¬Ã¥Ââ€˜Ã¥Å’Âº/9356564?fr=aladdin","Hengyang","57.6","23.47333","111.3225","886","5",,"Active","640","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Hot Water Coal Industry Park","37.60114","100.4407","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Gangcha Hot Water Coal Industry Park","Regulations on Taxation Policies of National High-Tech Industrial Development Zones Approved by State Council of the People's Republic of China Mar 6, 1991; Administrative Measures for the Recognition of High-tech Enterprises; Ministry of Science and Tech","Zhangye Ganzhou Airport","135.2","38.801899","100.6750031","Beijing","1,406.3","39.9289","116.3883","Ashuganj Port","1,755.3","Provincial Level Economic Development Zone","http://www.qhnews.com/newscenter/system/2010/04/29/010110563.shtml","Zhangye","147.9","24.04479","91.01354","895","5",,"Active","641","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Hefei Shushan Economic Development Area","31.86242","117.1908","East Asia","China","Diversified Zone","N/A","Public","Management Committee of Shushan Economic Development Area","Regulations on Taxation Policies of National High-Tech Industrial Development Zones Approved by State Council of the People's Republic of China Mar 6, 1991; Administrative Measures for the Recognition of High-tech Enterprises; Ministry of Science and Tech","Hefei Luogang International Airport","13.7","31.7800007","117.2979965","Beijing","900.9","39.9289","116.3883","Tongling","116","Provincial Level Economic Development Zone","http://www.hfss.gov.cn/zqdh/zjyq/jjkfqgwh/index.html","Hefei","8.5","30.94813","117.7769","896","5",,"Active","642","4/24/2021 6:58","fergal hourigan","11/19/2021 9:01","fergal hourigan"
